Source,Date,Name,Job Title,Work Phone Number,Whatsapp Number,work_email,Company Name,Timeline for Instrument Issuance,Annual Requirement of Such Instruments,Annual Turnover of Your Company(USD),under_which_category_you_wants_us_to_recognize,which_instruments_you_are_looking,value_of_the_instrument_you_are_looking,Additional Information You'd Like to Share,city,Country,Assigned date,Assigned person,Sales Email Id,Reporting Name,Reporting TFS
Facebook Ads,27/10/2029,Udhaya175,Founder,91 7040954870,91 7030954870,H158@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya176,Import Export,91 9811128838,91 9811128838,H159@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya177,Export,91 9528562903,91 9528562903,H160@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya178,Sole proprietorship,91 9873032727,91 9873032727,H161@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya179,Business,254 715412481,92 9873032727,H162@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya180,Manager,254 733957818,93 9873032727,H163@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya181,director,254 729000000,94 9873032727,H164@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya182,director,254 716652800,95 9873032727,H165@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya183,director,254 713955617,96 9873032727,H166@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya184,Founder and Owner,254 751335685,97 9873032727,H167@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya185,Founder and Owner,254 113512599,98 9873032727,H168@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya186,Founder and Owner,254 113512599,98 9873032727,H169@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya187,Founder and Owner,254 113512599,98 9873032727,H170@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya188,,258 852068412,258 862240083,H171@gmail.com,Self-Employed,,,,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya189,-,258 852068412,258 862240083,H172@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya190,Owner,267 77740890,26777740890,H173@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya191,Owner,251 910000329,251 917428286,H174@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya192,MD,234 9116563845,234 9116563845,H175@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya193,MD,91 9992611153,91 9992611153,H176@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2029,Udhaya194,Founder,91 7040954870,91 7030954870,H177@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya195,Import Export,91 9811128838,91 9811128838,H178@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya196,Export,91 9528562903,91 9528562903,H179@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya197,Sole proprietorship,91 9873032727,91 9873032727,H180@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya198,Business,254 715412481,92 9873032727,H181@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya199,Manager,254 733957818,93 9873032727,H182@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya200,director,254 729000000,94 9873032727,H183@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya201,director,254 716652800,95 9873032727,H184@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya202,director,254 713955617,96 9873032727,H185@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya203,Founder and Owner,254 751335685,97 9873032727,H186@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya204,Founder and Owner,254 113512599,98 9873032727,H187@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya205,Founder and Owner,254 113512599,98 9873032727,H188@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya206,Founder and Owner,254 113512599,98 9873032727,H189@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya207,,258 852068412,258 862240083,H190@gmail.com,Self-Employed,,,,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2024,Udhaya208,-,258 852068412,258 862240083,H191@gmail.com,Instituto Nacional de Estatística,30_days_&_above,1_-_5_instruments_per_year,test,other,financial_bank_gaurantee,1_million_usd_to_2_million_usd,test,Beira,Mozambique,27/10/2024,Didymus Mareya,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2025,Udhaya209,Owner,267 77740890,26777740890,H192@gmail.com,Normalta investments pty(ltd),30_days_&_above,10_instruments_&_above_per_year,test,exporter,performance_guarantee,500000_usd_to_one_million_usd,test,Gaborone,Botswana,27/10/2025,Marco Ruiz,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2026,Udhaya210,Owner,251 910000329,251 917428286,H193@gmail.com,Normalta investments pty(ltd),30_days_&_above,6_-_10_instruments_per_year,test,online_business,merchant_account_/_payment_gateway,100000_usd_to_500000_usd,test,Asosa,Ethiopia,27/10/2026,Alemayehu Wakuma,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2027,Udhaya211,MD,234 9116563845,234 9116563845,H194@gmail.com,"Ste, Oboss Trading Enterprises",30_days_&_above,10_instruments_&_above_per_year,test,importer,tender_guarantee,100000_usd_to_500000_usd,test,Aba,Nigeria,27/10/2027,Abdou Sambou,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2028,Udhaya212,MD,91 9992611153,91 9992611153,H195@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,trader,letter_of_credit,100000_usd_to_500000_usd,test,Hisar,India,27/10/2028,Sakshi Bhatia,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2029,Udhaya213,Founder,91 7040954870,91 7030954870,H196@gmail.com,"Ste, Oboss Trading Enterprises",below_10_days,1_-_5_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Mumbai,India,27/10/2029,Sudhakara Kempaiah,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2030,Udhaya214,Import Export,91 9811128838,91 9811128838,H197@gmail.com,Singhal Traders,15_-_30_days,10_instruments_&_above_per_year,test,exporter,letter_of_credit,500000_usd_to_one_million_usd,test,New Delhi,India,27/10/2030,Shruti Desai,sales1@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2031,Udhaya215,Export,91 9528562903,91 9528562903,H198@gmail.com,Indian agro overseas,30_days_&_above,1_-_5_instruments_per_year,test,exporter,usance_letter_of_credit,100000_usd_to_500000_usd,test,Agra,India,27/10/2031,Sravani Valivarthi,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2032,Udhaya216,Sole proprietorship,91 9873032727,91 9873032727,H199@gmail.com,Gtc,below_10_days,6_-_10_instruments_per_year,test,exporter,letter_of_credit,100000_usd_to_500000_usd,test,Delhi,India,27/10/2032,Dhaval Patel,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2033,Udhaya217,Business,254 715412481,92 9873032727,H200@gmail.com,Marsabit county company,below_10_days,6_-_10_instruments_per_year,test,exporter,Offshore Account,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2033,Kipkurui Labatt,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2034,Udhaya218,Manager,254 733957818,93 9873032727,H201@gmail.com,ballanjoy,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2034,Ndiritu Kariuki,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2035,Udhaya219,director,254 729000000,94 9873032727,H202@gmail.com,stesilenterpriseslimited,below_10_days,6_-_10_instruments_per_year,test,exporter,Financial_Bank_Gaurantee,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2035,Peter Ndungu,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2036,Udhaya220,director,254 716652800,95 9873032727,H203@gmail.com,Essy kims salon,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2036,Polycap Mayieka,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2037,Udhaya221,director,254 713955617,96 9873032727,H204@gmail.com,Najah,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2037,Samuel Nduta,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2038,Udhaya222,Founder and Owner,254 751335685,97 9873032727,H205@gmail.com,Bale Mining company,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter_Of_Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2038,Mary Jakait,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya223,Founder and Owner,254 113512599,98 9873032727,H206@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya224,Founder and Owner,254 113512599,98 9873032727,H207@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
Facebook Ads,27/10/2039,Udhaya225,Founder and Owner,254 113512599,98 9873032727,H208@gmail.com,Asad,below_10_days,6_-_10_instruments_per_year,test,exporter,Letter of Credit,100000_usd_to_500000_usd,test,Delhi,Kenya,27/10/2039,Caren Kihia,sales2@euroeximbank-sales.com,test,test
